Día;Fecha;Inicio solicitud;Fin solicitud;Cuadrillas;N°;Identificador;Caso;Tipo;Tipo de faena;Sector afectado;Dirección de referencia;Objeto de referencia;Jerarquía de red;Tipo de contexto;ID del contexto;Descripción del trabajo;Resultado;Área solicitante;Solicitante;Área de cobertura;Clientes afectados;Inicio planificado;Fin planificado;Duración planificada;Duración de tareas programadas;Tiempo excedido;Inicio corte real;Fin corte real;Duración corte real;Observaciones;Estado;Circuito de aprobación;Comentarios de cierre
MIéRCOLES;2023-04-12;08:00:00;17:30:00;;877;PI-2023-00359;1018106;Permiso de trabajo en MT;Mantenimiento Preventivo;DE 520 A 525 Y DE 157 A 167 ;522 entre 163 y 164 (Melchor Romero);TMT30059120;19011 [190 LA PLATA];Plan de Mantenimiento;I0021360 -21358 - 21359;CAMBIO DE POSTE DE MADERA POR HORMIGON 3 Y  6 CAMBIO DE POSTE DE MADERA POR MADERA DE 14 MTS ;Normal;Redes Aéreas;Javier Arias;Abasto,Brandsen,City Bell,Ensenada,Los Hornos,Melchor Romero,Ringuelet,San Carlos,Tolosa,Eduardo Arana;66830;;;;;;08:12:48;17:02:17;24 days 08:49:29;ff;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-04-12;08:30:00;11:30:00;OP-BT-Maniobras-E1;878;PI-2023-01201;1019745;Permiso de trabajo en BT;Mantenimiento Preventivo;En calle 46 e/ 1 y 2 lado par.;46 entre Avenida 1 y 2;Buzón Edif. N°: 4659 - N° Puerta: 324;170120T1B2S2 [170120T1B2] / 170120T1S2 [170120] / 09312 [093 ROCHA];Ingeniería y Obras;OT-117042;Retiro de conexión de obra en desuso de edificio en calle 46 N° 324 e/ 1 y 2. NO modifica la red.;Normal;Planificación;luciano canepa;La Plata;57;09:00:30;10:31:09;01:30:39;06:00:00;00:00:00;09:00:30;10:31:09;01:30:39;corte normalizado;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-04-12;09:00:00;15:00:00;;879;PI-2023-01279;1019744;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;No afecta servicio;6 Y 40;170551;09309 [093 ROCHA];Plan de Mantenimiento;Plan de mantenimiento;Instalación de equipo de control;Cancelada;Redes Subterráneas - Laboratorio;Luciano Biagiola;La Plata;0;;;;;;;;;ff;cerrada, cancelada (Error de Operador);Fuera de plazo;dd
MIéRCOLES;2023-04-12;09:00:00;16:00:00;;880;PI-2023-01260;1019742;Permiso de trabajo en MT;Mantenimiento Correctivo;EL CORTE NO AFECTA SUMINSTRO EN  BT;6 E/55 Y 56;170863;09323 [093 ROCHA];Solicitud Usuario;M-018763;REPOSICION DE TIERRAS ROBADAS Y MTTO INTEGRAL DE EQUIPOS;Normal;Redes Subterráneas;Hernan Vior;La Plata;3029;12:59:34;13:01:49;00:02:15;07:35:00;20:26:49.564;08:30:16;12:59:34;1 day 04:29:17;g;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-04-12;11:00:00;13:30:00;;881;PI-2023-01280;;Permiso de trabajo en BT;Mantenimiento Correctivo;cliente 3561261;71 y Avenida 13 (La Plata);3561261;172153T1S3 [172153] / 09511 [095 PAZ];Plan de Mantenimiento;100;cambio de TI de medición;Cancelada;Programación de operación - Distribución;juan coto;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
MIéRCOLES;2023-04-12;11:00:00;17:30:00;;882;PI-2023-01212;1018859;Permiso de trabajo en MT;Mantenimiento Preventivo;3 CLIENTES PUNTUALES RUTA 20 JM 14;(Magdalena) - RAMAL BUSTOS FERNANDEZ 220305 /304 Y OTRA;TMT30040555;19404 [194 MAGDALENA];Plan de Mantenimiento;I0025675;CAMBIO DE POSTE DE RTN EN A;Normal;Magdalena;pablo baccarini;Magdalena;3;;;;;;08:29:01;16:41:23;08:12:22;Mantenimiento programado;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-04-13;02:45:00;13:51:06;;883;PI-2023-01086;;Permiso de trabajo en MT;Obra nueva instalacion;501 A508 DE 15 A 21 APROX;19 Y 502;171730;09915 [099 CITY BELL];Ingeniería y Obras;27758;HABILITACION NUEVO RAMAL MT Y NUEVO CT XXXX, ALIMENTA COMPLEJO DE VIVIENDA TIPO PH;Normal;Planificación;fernando stradella;;;;;;;;;;;;abierta, en definición (nueva);Circuito de aprobación normal;
JUEVES;2023-04-13;07:30:00;16:30:00;;884;PI-2023-01213;1018860;Permiso de trabajo en MT;Mantenimiento Preventivo;ZON RUTA  11 KM 33.5 RAMAL YOMBICK CASTRO  - 15 CLIENTES  PUNTUALES T1;Rta.11 km.32;220065;[220053] / 19413 [194 MAGDALENA];Plan de Mantenimiento;i0025560;CAMBIO DE POSTE EN PLATFORMA 220065;Normal;Magdalena;pablo baccarini;Magdalena;21;;;;;;09:04:42;20:21:40;11:16:57;programado;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-04-13;08:00:00;14:00:00;;885;PI-2023-01242;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Ruta 11 y 601;EST_B12A5ST;;Plan de Mantenimiento;Semana 15;SE Este L. 570: Mant. Interruptor;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-04-13;08:00:00;15:00:00;;886;PI-2023-01322;;Permiso de trabajo en MT;Mantenimiento Preventivo;no quedan clientes sin luz ;173 y RP215 (Lisandro Olmos);TMT30014239;19009 [190 LA PLATA];Plan de Mantenimiento;111111;cambio de puentes tarea Realiza TCT ;Normal;Redes Aéreas;Javier Arias;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Fuera de plazo;
JUEVES;2023-04-13;08:00:00;16:00:00;;887;PI-2023-01244;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;195-B-IN-06;;Plan de Mantenimiento;Semana 15;SE Verónica L.6: Mant. Int, Secc B2, TI, TV;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-04-13;08:00:00;16:00:00;;888;PI-2023-01243;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Destileria La Plata;600;;Plan de Mantenimiento;Semana 15;L. 600: Trabajos en la Línea;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-04-13;08:00:00;17:00:00;;889;PI-2023-01292;;Corte solicitado por tercero;Mantenimiento Estacional Transportista;;Rta. 36 y Acc. Ver?n;195-B-IN-06;;Solicitud Terceros;13042023;consignación L.6 a pedido de Transba;Normal;Transmisión;david borio;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Circuito de aprobación normal;
JUEVES;2023-04-13;08:00:00;17:00:00;;890;PI-2023-01276;1018142;Permiso de trabajo en MT;Mantenimiento Preventivo;de 44 a 52 y de 167 a 179 ;47 y 174 (Lisandro Olmos);TMT30061548;19009 [190 LA PLATA];Plan de Mantenimiento;I0027794-795-796-797-798;cambio de poste mad x hormigon sosten de seccionadores 173 y 47 y arranque de ramal al CT 172611 y otras . se realizara poda en el tramo FS y cambio de postes de mad x mad de 14 mts;Normal;Redes Aéreas;Javier Arias;Altos de San Lorenzo,Berisso,Ensenada,José Hernández,La Plata,Lisandro Olmos,Villa Elvira;17600;09:08:55;20:21:02;11:12:07;09:25:00;02:56:02.025;08:14:16;17:30:50;24 days 09:16:34;POSTES ROTOS;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-04-13;08:00:00;18:00:00;;891;PI-2023-01257;;Permiso de trabajo en MT;Mantenimiento Preventivo;;173 y RP215;TMT30007876;19009 [190 LA PLATA];Plan de Mantenimiento;I0027794/795/796/797/798;cambio de postes de madera por hormigon , cambio de postes de madera por madera y cambio de crucetas de madera por calle 173 de 525 a 38 que se encuentran en muy  mal estado ;Normal;Redes Aéreas;Javier Arias;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-04-13;08:30:00;11:30:00;;892;PI-2023-01216;;Permiso de trabajo en BT;Obra nueva instalacion;en calle 42 de 8 a 9 lado impar;42 entre 9 y Diagonal 77 (La Plata);3211055;170114T1S5 [170114] / 09306 [093 ROCHA];Ingeniería y Obras;OT-117042;Conexión a pilar de obra de edificio en calle 42 N° 693 e/ 8 y 9. El nombre de la gestión para impactar es: BT - Conex Subt calle 42 N 693 e/ 8 y 9 Edif.5345.;Cancelada;Planificación;luciano canepa;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
JUEVES;2023-04-13;08:30:00;16:30:00;;893;PI-2023-01278;1020001;Permiso de trabajo en MT;Mantenimiento Correctivo;de 32a 44 por 161 y por 167;161 y Av 32 (Melchor Romero);161/32y33;19012 [190 LA PLATA];Plan de Mantenimiento;111111;cambio de poste de madera con tutor;Normal;Redes Aéreas;Carlos Segura;Melchor Romero;7552;08:40:08;15:54:13;07:14:05;08:25:00;00:00:00;08:39:16;15:53:35;07:14:19;HH;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-04-13;09:00:00;17:00:00;;894;PI-2023-01288;1018106;Permiso de trabajo en MT;Obra nueva instalacion;451 A 447 DE CNO BELGRANOA 21 A APROX;22(21) e/451 y 452;172198;09905 [099 CITY BELL];Ingeniería y Obras;OT 116983;RECLAMOS OCEBA- REPOTENCIACION CT 172198- SE INSTALARA TRANSFORMADOR DE 315 KVA EN REEMPLAZO DE BANCO DE 3X25 KVA PARA RECONFIGURAR LA ISLA DE BT;Normal;Planificación;fernando stradella;Abasto,Brandsen,City Bell,Ensenada,Los Hornos,Melchor Romero,Ringuelet,San Carlos,Tolosa,Eduardo Arana;66830;13:58:34;15:43:18;01:44:44;00:05:00;06:38:18.143;08:12:48;17:02:17;24 days 08:49:29;ff;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-04-13;09:00:00;17:00:00;MantenimientoBT-Dar02;895;PI-2023-01147;1018106;Permiso de trabajo en MT;Obra nueva instalacion;466 a 461 y 21 a Centenerio;464 y 21 (City Bell);464/20y21;09912 [099 CITY BELL];Plan de Mantenimiento;Plan de inversiones;Parado de columna de HA c/ secc bypass, entrada y salida para RC;Normal;Redes Subterráneas - Laboratorio;Luciano Biagiola;Abasto,Brandsen,City Bell,Ensenada,Los Hornos,Melchor Romero,Ringuelet,San Carlos,Tolosa,Eduardo Arana;66830;18:46:39;19:15:18;00:28:39;08:25:00;01:50:18.608;08:12:48;17:02:17;24 days 08:49:29;ff;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-04-13;09:00:00;19:00:00;;896;PI-2023-01251;1020304;Permiso de trabajo en MT;Mantenimiento Correctivo;CLIENTE PUNTUAL ESTACION DE SERVICIO SHELL;BLANCO VICTOR MANUEL 531 Y 17;171785;09820 [098 TOLOSA];Solicitud Usuario;I0025095;REPONER TIERRA FALTANTE Y MANTENIMINETO INTEGRAL DE EQUIPOS;Cancelada;Redes Subterráneas;Hernan Vior;Tolosa;0;;;;00:02:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
VIERNES;2023-04-14;07:30:00;14:15:00;;897;PI-2023-01275;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-IN-576;;Plan de Mantenimiento;Sem 14;Ensayo Int AT L.576;Cancelada;Transmisión;fernando nellen;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
VIERNES;2023-04-14;08:00:00;14:00:00;;898;PI-2023-01333;;Permiso de trabajo en MT;Mantenimiento Preventivo;;528 9 y 10 (Tolosa);098-R14;[098 TOLOSA];Plan de Mantenimiento;Semana 15;SE Tolosa R. 14: Envainado de barras;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Fuera de plazo;
VIERNES;2023-04-14;08:00:00;14:00:00;;899;PI-2023-01332;1021245;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 9 y 10 (Tolosa);098-R14;[098 TOLOSA];Plan de Mantenimiento;Semana 15;SE Tolosa R. 14: Envainado de barras;Normal;Transmisión;victor faes;Tolosa;15584;14:08:56;15:22:22;01:13:26;07:05:00;00:17:22.77;09:35:55;15:21:39;05:45:43;aislado de barras;cerrada (hecha);Fuera de plazo;
VIERNES;2023-04-14;08:00:00;14:00:00;OP-Guardia AT Magdalena;900;PI-2023-01331;1021148;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;195-E-IN-10;;Plan de Mantenimiento;Semana 15;SE Verónica L. 19510: Mant. Interruptor N° 13332;Cancelada;Transmisión;victor faes;Verónica;0;;;;05:00:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Fuera de plazo;
VIERNES;2023-04-14;08:00:00;15:00:00;OP-Guardia AT La Plata;901;PI-2023-01329;1021461;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-583;;Plan de Mantenimiento;SEMANA 15-2023; PODA E/S L.583;Normal;Transmisión;Jose Molteni;San Carlos;0;;;;00:05:00;;;;;mapro e/s;cerrada (hecha);Fuera de plazo;
VIERNES;2023-04-14;08:00:00;16:00:00;OP-Guardia AT Dique;902;PI-2023-01330;1021241;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-IN-576;;Plan de Mantenimiento;Semana 15;SE Dique L. 576: Mant. Interruptor, Secc Terminal, Secc B2 TI/TV. ;Normal;Transmisión;victor faes;Ensenada;0;;;;04:00:00;;;;;mapro;cerrada (hecha);Fuera de plazo;
VIERNES;2023-04-14;08:00:00;17:00:00;;903;PI-2023-01294;1021149;Corte solicitado por tercero;Mantenimiento Estacional Transportista;;Rta. 36 y Acc. Ver?n;195-B-IN-06;;Solicitud Terceros;14042023;consignación L.6 a pedido de Transba;Normal;Transmisión;david borio;Verónica;0;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Circuito de aprobación normal;
VIERNES;2023-04-14;09:00:00;12:00:00;;904;PI-2023-01305;1021232;Permiso de trabajo en MT;Mantenimiento Correctivo;BAPI;BAPI;Cable A1 [Camara BAPI];19514 [195 VERONICA];COD;I0025928;Retiro de descargadores en falta CABLE A1, camara BAPI 221056;Cancelada;Verónica;juan guarella;Verónica;0;;;;04:10:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;Suspendido por guarella
VIERNES;2023-04-14;09:00:00;12:00:00;;905;PI-2023-01303;;Permiso de trabajo en MT;Mantenimiento Correctivo;BAPI;BAPI;Cable A1 [Camara BAPI];19514 [195 VERONICA];COD;I0025928;Retiro de descargadores en falta CABLE A1, camara BAPI 221056;Cancelada;Verónica;juan guarella;;;;;;;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Fuera de plazo;
VIERNES;2023-04-14;09:00:00;16:00:00;;906;PI-2023-01200;1021235;Permiso de trabajo en MT;Obra nueva instalacion;131 A 641 DE RUTA 11 A 126;Dg.130 y 638;172703;[172291] / 09650 [096 DIQUE];Ingeniería y Obras;diag 130 y 638;OCEBA- HABILITAR NUEVO RAMAL MT Y NUEVO CT 172950;Normal;Planificación;fernando stradella;Eduardo Arana;101;14:40:44;14:41:36;00:00:52;05:15:00;00:26:36.453;08:23:02;14:40:53;06:17:50;f;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-04-14;09:00:00;16:00:00;;907;PI-2023-01326;1021233;Permiso de trabajo en MT;Mantenimiento Correctivo;El corte afectara solo al cliente puntual. Y durante las maniobras previas y las requeridas para a posterior normalizar se veran afectados los clientes ubicados en el triangulo comprendido entre la calle 67, la Dg 73, y el Boulevard 84;115 E/62 Y 63;170661;09318 [093 ROCHA];Solicitud Usuario;M-018762;REPOSICION DE TIERRAS PERIMETRALES Y MMTO INTEGRAL DE EQUIPOS;Cancelada;Redes Subterráneas;Hernan Vior;La Plata;0;;;;08:25:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;Se reprograma por tareas adicionales
VIERNES;2023-04-14;09:00:00;16:00:00;;908;PI-2023-01259;1019391;Permiso de trabajo en MT;Mantenimiento Correctivo;EL CORTE DURANTE LA TAREA NO AFECTA SUMINISTRO. SOLO AFECTARA AL MOMENTO DE HACER MANIOBRAS;115 E/62 Y 63;170661;09318 [093 ROCHA];Solicitud Usuario;M-018762;REPOSICION DE TIERRAS PERIMETRALES Y MMTO INTEGRAL DE EQUIPOS;Cancelada;Redes Subterráneas;Hernan Vior;La Plata;0;;;;00:02:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;Se reemplaza por PI 01259
VIERNES;2023-04-14;09:00:00;16:00:00;;909;PI-2023-01302;;Permiso de trabajo en MT;Mantenimiento Correctivo;El corte afectara solo al cliente puntual. Y durante las maniobras previas y las requeridas para a posterior normalizar se veran afectados los clientes ubicados en el triangulo comprendido entre la calle 67, la Dg 73, y el Boulevard 84;115 E/62 Y 63;170661;09318 [093 ROCHA];Solicitud Usuario;M-018762;REPOSICION DE TIERRAS PERIMETRALES Y MMTO INTEGRAL DE EQUIPOS;Cancelada;Redes Subterráneas;Hernan Vior;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-04-14;09:00:00;17:00:00;;910;PI-2023-00828;1021236;Trabajo en proximidad de instalaciones energizadas;Obra nueva instalacion;No afecta servicio;464 y 21 (City Bell);464/20y21;09912 [099 CITY BELL];Plan de Mantenimiento;Plan de inversiones;Instalación de reconectador - asociado a PI 1147;Normal;Redes Subterráneas - Laboratorio;Luciano Biagiola;City Bell;0;;;;;;;;;p;cerrada (hecha);Circuito de aprobación normal;9
VIERNES;2023-04-14;09:00:00;18:00:00;;911;PI-2023-00986;1021237;Permiso de trabajo en MT;Obra nueva instalacion;de 504 a 506 y de 131 a 28 aprox.;505 Y 131;171465;19014 [190 LA PLATA];Ingeniería y Obras;30661;Puentes al vuelo en 505 y 131 para futura conexion de plataforma estandar;Normal;Planificación;Jose Penica;José Hernández;114;;;;;;07:53:14;11:01:59;03:08:44;se preparo para conectar una plat nueva a futuro;cerrada (hecha);Circuito de aprobación normal;
SáBADO;2023-04-15;08:00:00;14:00:00;;912;PI-2023-01369;;Permiso de trabajo en AT;Mantenimiento Preventivo;-;De La Paz y Formigo;194 MAGDALENA;;Plan de Mantenimiento;Semana 15;Ensayos interruptor secundario tr 1 y protecciones ;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
SáBADO;2023-04-15;08:00:00;14:00:00;;913;PI-2023-01336;;Permiso de trabajo en AT;Mantenimiento Correctivo;;Cno. Vergara y 130;09631 [096 DIQUE];[096 DIQUE];Plan de Mantenimiento;Semana 15;SE Dique Celda 9631: Adecuación de celda + Revisión Interruptor ;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
SáBADO;2023-04-15;08:00:00;14:00:00;;914;PI-2023-01367;;Permiso de trabajo en AT;Mantenimiento Preventivo;-;De La Paz y Formigo;194 MAGDALENA;;Plan de Mantenimiento;Semana 15;Ensayos interruptor 132 Kv;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
SáBADO;2023-04-15;08:00:00;16:00:00;;915;PI-2023-01334;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-IN-594;;Plan de Mantenimiento;Semana 15;SE Dique C. 594: Mant. Interruptor, Secc B2, Secc Terminal, TV;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
SáBADO;2023-04-15;08:00:00;16:00:00;;916;PI-2023-01344;1021495;Permiso de trabajo en MT;Mantenimiento Preventivo;ILLIA HASTA ALEM Y DESDE F.CESTINO HASTA LA MERCED;Doctor Arturo U. Illia entre RP15 y Independencía (Ensenada);Illia y Bossinga;09601 [096 DIQUE];Plan de Mantenimiento;55555;CAMBIO DE 4 POSTES DE MADERA POR COLUMNAS;Cancelada;Redes Aéreas;gabriel martins;Ensenada;160;;;;;;10:40:17;16:14:24;05:34:07;cambio de postes;cerrada, cancelada (Error de Operador);Fuera de plazo;
SáBADO;2023-04-15;08:00:00;16:00:00;;917;PI-2023-01335;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-SE-594-1;;Plan de Mantenimiento;Semana 15;SE Dique C. 594: Mant. Secc B1;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
SáBADO;2023-04-15;08:00:00;17:00:00;OP-Guardia AT Magdalena;918;PI-2023-01360;1021462;Permiso de trabajo en AT;Mantenimiento Preventivo;;De la Paz (Magdalena);194-TR1;;Plan de Mantenimiento;Semana 15;SE Magdalena TR N°1: Mant. Trafo, Mant. Interruptor 132 kV, Mant. Int 33 kV, Mant. TI 33 kV;Normal;Transmisión;victor faes;Magdalena;13786;;;;00:05:00;;08:25:24;15:39:54;07:14:30;Mapro al TR 1;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-04-16;07:00:00;14:00:00;OP-Guardia AT Magdalena;919;PI-2023-01370;1021639;Permiso de trabajo en AT;Mantenimiento Preventivo;-;Cno. Vergara y 130;096 DIQUE;;Plan de Mantenimiento;Semana 15;Ensayos inetrruptor c. 594 en 096;Normal;Transmisión;Maximiliano Yordaz;Ensenada;0;;;;00:05:00;;;;;Laboratorio realizó ensayos de protecciones;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-04-16;07:00:00;14:00:00;;920;PI-2023-01368;;Permiso de trabajo en BT;Mantenimiento Preventivo;-;Cno. Vergara y 130;096 DIQUE;;Plan de Mantenimiento;Semana 15;Pruebas funconales Celda salida alimentador;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-04-16;08:00:00;14:00:00;;921;PI-2023-01363;;Permiso de trabajo en AT;Mantenimiento Correctivo;;Cno. Vergara y 130;09631 [096 DIQUE];[096 DIQUE];Plan de Mantenimiento;Semana 15;SE Dique Celda 9631: Adecuación de celda + Revisión Interruptor ;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-04-16;08:00:00;16:00:00;OP-Guardia AT Dique;922;PI-2023-01362;1021641;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-SE-594-1;;Plan de Mantenimiento;Semana 15;SE Dique C. 594: Mant. Secc B1;Normal;Transmisión;victor faes;Ensenada;0;;;;00:05:00;;;;;MLP realizó Mapro en Dique;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-04-16;08:00:00;16:00:00;OP-Guardia AT Dique;923;PI-2023-01361;1021640;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-IN-594;;Plan de Mantenimiento;Semana 15;SE Dique C. 594: Mant. Interruptor, Secc B2, Secc Terminal, TV;Normal;Transmisión;victor faes;Ensenada;0;;;;00:05:00;;;;;MLP realizó Mapro en Dique;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-04-16;08:00:00;17:00:00;;924;PI-2023-01337;;Permiso de trabajo en AT;Mantenimiento Preventivo;;De la Paz (Magdalena);194-TR1;;Plan de Mantenimiento;Semana 15;SE Magdalena TR N°1: Mant. Trafo, Mant. Interruptor 132 kV, Mant. Int 33 kV, Mant. TI 33 kV;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-04-16;09:00:00;16:00:00;;925;PI-2023-01277;1021681;Permiso de trabajo en MT;Obra nueva instalacion;de 122 a 2 y de 605 a 611 aprox.;609 y 117;172953;Salida 4 [170300] / 09650 [096 DIQUE];Ingeniería y Obras;117146;Armado de pata soporte y colocacion de dados para futura repotenciacion de CT 172953;Normal;Planificación;Jose Penica;Villa Elvira;510;14:16:38;14:51:36;00:34:58;08:35:00;00:00:00;08:02:35;14:50:56;06:48:20;56;cerrada (hecha);Circuito de aprobación normal;
DOMINGO;2023-04-16;09:00:00;17:00:00;;926;PI-2023-01204;1021689;Trabajo en proximidad de instalaciones energizadas;Obra nueva instalacion;No afecta servicio;464 y 21 (City Bell);464/20y21;09912 [099 CITY BELL];Plan de Mantenimiento;Plan de inversiones;Instalación de herraje trafo auxliar para RC;Cancelada;Redes Subterráneas - Laboratorio;Luciano Biagiola;City Bell;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;YA FUE EJECUTADA
DOMINGO;2023-04-16;09:00:00;17:00:00;;927;PI-2023-01346;1021680;Permiso de trabajo en MT;Mantenimiento Preventivo;95 HASTA 99 Y DESDE 167 HASTA 179;99 y 167 (Los Hornos);170883 99y174;09414 [094 SUR];Plan de Mantenimiento;777777;CAMBIO DE 3 POSTES DE MADERA POR COLUMNA;Normal;Redes Aéreas;gabriel martins;Los Hornos;44;17:15:15;17:17:16;00:02:01;00:02:00;08:15:16.703;08:43:14;17:16:32;08:33:17;r;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-04-16;09:00:00;18:00:00;;928;PI-2023-01320;;Permiso de trabajo en MT;Mantenimiento Preventivo;de 1 a 3 y de 4 a 57;56 Y 2;170682;09311 [093 ROCHA];Plan de Mantenimiento;M-017318;Lubricación de celdas en camara. Cambio de bases en TBT y conexión de alimentador por recambio;Cancelada;Redes Subterráneas;Simon Tello;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
